id,ra_deg,dec_deg,magnitude,names
star/j001200-350748,3.0,-35.13,5.25,
star/j063748-322024,99.450005,-32.34,5.25,
star/j052324-135548,80.85,-13.93,5.25,
star/j063224-374200,98.1,-37.7,5.25,
star/j023148+021612,37.95,2.27,5.25,
star/j074612+104612,116.55,10.77,5.25,
star/j101724-080412,154.35,-8.07,5.25,
star/j153748+402100,234.45,40.35,5.25,
star/j021612+332136,34.05,33.36,5.25,
star/j100900-654912,152.25,-65.82,5.26,
star/j063524+280112,98.850006,28.02,5.26,
star/j114048+212100,175.20001,21.35,5.26,
star/j024912+172736,42.3,17.46,5.26,
star/j115436-254236,178.65,-25.71,5.26,
star/j030412-073600,46.05,-7.6,5.26,
star/j140824+492736,212.1,49.46,5.26,
star/j152924-464348,232.34999,-46.73,5.26,
star/j190000+261348,285.0,26.23,5.26,
star/j153636+100036,234.15,10.01,5.26,
star/j091424-553412,138.59999,-55.57,5.26,
star/j113600-473824,174.0,-47.64,5.26,
star/j095812+122624,149.55,12.44,5.26,
star/j042024+650824,65.100006,65.14,5.26,
star/j220336+630712,330.9,63.12,5.26,
star/j103112+823336,157.8,82.56,5.26,
star/j054800+062700,87.0,6.45,5.26,
star/j135212-524836,208.05,-52.81,5.26,
star/j091800-510300,139.5,-51.05,5.26,
star/j105248-571424,163.2,-57.24,5.26,
star/j042024+150600,65.100006,15.1,5.26,
star/j162136+690636,245.40001,69.11,5.26,
star/j032100+210900,50.25,21.15,5.27,
star/j132700-124236,201.75,-12.71,5.27,
star/j234236-152700,355.65,-15.45,5.27,
star/j021236+211236,33.15,21.21,5.27,
star/j201648+402212,304.2,40.37,5.27,
star/j170148+333412,255.45001,33.57,5.27,
star/j215100-824312,327.75,-82.72,5.27,
star/j013000+470036,22.5,47.01,5.27,
star/j185848+133712,284.69998,13.62,5.27,
star/j124236-630336,190.65,-63.06,5.27,
star/j064724-375548,101.85,-37.93,5.27,
star/j145436-243824,223.65,-24.64,5.27,
star/j083524-581312,128.85,-58.22,5.27,
star/j101312-511348,153.3,-51.23,5.27,
star/j023148-790636,37.95,-79.11,5.27,
star/j095548+494912,148.95001,49.82,5.27,
star/j162024-784012,245.1,-78.67,5.27,
star/j073336+154948,113.4,15.83,5.27,
star/j220448+624724,331.2,62.79,5.27,
star/j061948-074912,94.95,-7.82,5.27,
star/j042512+221200,66.3,22.2,5.27,
star/j221312+860636,333.3,86.11,5.27,
star/j114648+553748,176.7,55.63,5.27,
star/j020524+771648,31.349998,77.28,5.27,
star/j102848-641012,157.2,-64.17,5.27,
star/j021312-304312,33.3,-30.72,5.28,
star/j044424-594348,71.1,-59.73,5.28,
star/j163748+560112,249.44998,56.02,5.28,
star/j194236+114948,295.65,11.83,5.28,
star/j201912-190712,304.8,-19.12,5.28,
star/j121948+485848,184.95,48.98,5.28,
star/j040148-013300,60.450005,-1.55,5.28,
star/j054800+135400,87.0,13.9,5.28,
star/j162812-640336,247.04999,-64.06,5.28,
star/j093824+401424,144.6,40.24,5.28,
star/j120036-193936,180.15001,-19.66,5.28,
star/j091536+564424,138.90001,56.74,5.28,
star/j191800+113600,289.5,11.6,5.28,
star/j172700-455024,261.75,-45.84,5.28,
star/j114536-454124,176.40001,-45.69,5.28,
star/j091724-745324,139.35,-74.89,5.28,
star/j063000-501424,97.5,-50.24,5.28,
star/j035624+504200,59.100002,50.7,5.28,
star/j060748-191012,91.950005,-19.17,5.28,
star/j083900-223936,129.75,-22.66,5.28,
star/j082212-732400,125.549995,-73.4,5.28,
star/j013824+730224,24.6,73.04,5.28,
star/j151424+290936,228.59999,29.16,5.28,
star/j195624+112512,299.1,11.42,5.28,
star/j084724-015400,131.85,-1.9,5.28,
star/j064648-142548,101.700005,-14.43,5.28,
star/j234612-184048,356.55002,-18.68,5.28,
star/j050748+202512,76.950005,20.42,5.28,
star/j065136+214536,102.9,21.76,5.28,
star/j183412-330112,278.55,-33.02,5.28,
star/j122848+255436,187.2,25.91,5.29,
star/j095136+242400,147.9,24.4,5.29,
star/j185436-873636,283.65,-87.61,5.29,
star/j170300-531424,255.74998,-53.24,5.29,
star/j214612+225700,326.55002,22.95,5.29,
star/j181500-204348,273.75,-20.73,5.29,
star/j065548-225624,103.95,-22.94,5.29,
star/j220448-005436,331.2,-0.91,5.29,
star/j054200-344012,85.5,-34.67,5.29,
star/j213148-411048,322.95,-41.18,5.29,
star/j044800+564536,72.0,56.76,5.29,
star/j141500+100600,213.75,10.1,5.29,
star/j041348+074312,63.45,7.72,5.29,
star/j055436-523824,88.649994,-52.64,5.29,
star/j015924+643712,29.85,64.62,5.29,
star/j071836-263524,109.65,-26.59,5.29,
star/j022212+002400,35.55,0.4,5.29,
star/j021912+283824,34.8,28.64,5.29,
star/j001200-175624,3.0,-17.94,5.29,
star/j014536-250300,26.4,-25.05,5.29,
star/j022812+294012,37.05,29.67,5.29,
star/j001012-821312,2.55,-82.22,5.29,
star/j212700+485024,321.75,48.84,5.29,
star/j042624+312624,66.6,31.44,5.29,
star/j051948-121912,79.95,-12.32,5.29,
star/j075812+021312,119.549995,2.22,5.3,
star/j044312+432212,70.799995,43.37,5.3,
star/j050300-711836,75.75,-71.31,5.3,
star/j101012-124912,152.55,-12.82,5.3,
star/j202324+052024,305.84998,5.34,5.3,
star/j234048-320412,355.2,-32.07,5.3,
star/j053748-284124,84.450005,-28.69,5.3,
star/j235248+105700,358.19998,10.95,5.3,
star/j205848+041724-2,314.69998,4.29,5.3,
star/j201648+244012,304.2,24.67,5.3,
star/j084912-032624,132.29999,-3.44,5.3,
star/j074424+254648,116.1,25.78,5.3,
star/j004124+392736,10.35,39.46,5.3,
star/j212736+370712,321.9,37.12,5.3,
star/j091348+431312,138.45,43.22,5.3,
star/j044236-502848,70.65,-50.48,5.3,
star/j023712-523224,39.3,-52.54,5.3,
star/j181912+242700,274.8,24.45,5.3,
star/j230748+462324,346.94998,46.39,5.3,
star/j194048-161724,295.2,-16.29,5.3,
star/j205812+221948,314.55,22.33,5.3,
star/j172324-280824,260.84998,-28.14,5.3,
star/j200000-344200,300.0,-34.7,5.3,
star/j033224+460336,53.1,46.06,5.3,
star/j214200+054048,325.5,5.68,5.3,
star/j094048-575848,145.20001,-57.98,5.3,
star/j071200-403000,108.0,-40.5,5.3,
star/j064612-144800,101.55,-14.8,5.3,
star/j024048+270336,40.2,27.06,5.3,
star/j210824-211124,317.09998,-21.19,5.3,
star/j080748+213448,121.950005,21.58,5.3,
star/j112848+392024,172.2,39.34,5.3,
star/j131424-195548,198.59999,-19.93,5.31,
star/j121348-454312,183.45,-45.72,5.31,
star/j114800+081500,177.0,8.25,5.31,
star/j021348+510412,33.45,51.07,5.31,
star/j054612-463600,86.55,-46.6,5.31,
star/j111536+131836,168.90001,13.31,5.31,
star/j085400-473112,133.5,-47.52,5.31,
star/j211536-151012,318.9,-15.17,5.31,
star/j163148-414912,247.95001,-41.82,5.31,
star/j021912+472248,34.8,47.38,5.31,
star/j091648-392400,139.2,-39.4,5.31,
star/j190936-682512,287.4,-68.42,5.31,
star/j074348+502548,115.95,50.43,5.31,
star/j195136-395212,297.90002,-39.87,5.32,
star/j122324-352436,185.85,-35.41,5.32,
star/j201124-360600,302.85,-36.1,5.32,
star/j171236+103524,258.15,10.59,5.32,
star/j053412+034612,83.55,3.77,5.32,
star/j114236+664424,175.65,66.74,5.32,
star/j151500+045624,228.75,4.94,5.32,
star/j011048+684648,17.699999,68.78,5.32,
star/j200148-665624,300.45,-66.94,5.32,
star/j222512-574800,336.3,-57.8,5.32,
star/j145548-335136,223.95001,-33.86,5.32,
star/j104912+103300,162.29999,10.55,5.32,
star/j225024-800712,342.6,-80.12,5.32,
star/j043712+010000,69.299995,1.0,5.32,
star/j030300-074124,45.75,-7.69,5.32,
star/j032324+491236,50.850002,49.21,5.32,
star/j162212-493412,245.55002,-49.57,5.32,
star/j144912-140900,222.29999,-14.15,5.32,
star/j082512-240300,126.3,-24.05,5.32,
star/j132512-642924,201.3,-64.49,5.32,
star/j210300-383748,315.75,-38.63,5.32,
star/j040336+052624,60.899998,5.44,5.32,
star/j074912-245436,117.3,-24.91,5.32,
star/j131724+134048,199.35,13.68,5.33,
star/j083300+202624,128.25,20.44,5.33,
star/j010524+212812,16.35,21.47,5.33,
star/j194800-562136,297.0,-56.36,5.33,
star/j233336+223000,353.4,22.5,5.33,
star/j083148+180524,127.95,18.09,5.33,
star/j045324+023036,73.35,2.51,5.33,
star/j200000+173112,300.0,17.52,5.33,
star/j045436+074648,73.649994,7.78,5.33,
star/j050748+083000,76.950005,8.5,5.33,
star/j081948-713036,124.95,-71.51,5.33,
star/j104612-643036,161.55,-64.51,5.33,
star/j041912-441612,64.8,-44.27,5.33,
star/j185812+172136,284.55,17.36,5.33,
star/j182248-364012,275.69998,-36.67,5.33,
star/j114048+341200,175.20001,34.2,5.33,
star/j221424-210412,333.6,-21.07,5.33,
star/j080712-203300,121.799995,-20.55,5.33,
star/j082848-475548,127.2,-47.93,5.33,
star/j063900+395400,99.75,39.9,5.34,
star/j061536+160824,93.9,16.14,5.34,
star/j120448-681948,181.2,-68.33,5.34,
star/j051912+023600,79.8,2.6,5.34,
star/j221648-124948,334.2,-12.83,5.34,
star/j215024+171724,327.6,17.29,5.34,
star/j185700+325400,284.25,32.9,5.34,
star/j020112-300000,30.3,-30.0,5.34,
star/j125548-565024,193.95001,-56.84,5.34,
star/j065248+592700,103.200005,59.45,5.34,
star/j073524+305736,113.850006,30.96,5.34,
star/j205324-394836,313.34998,-39.81,5.34,
star/j120824-484124,182.1,-48.69,5.34,
star/j025400+382024,43.5,38.34,5.34,
star/j064648+571012,101.700005,57.17,5.34,
star/j173448+615248,263.7,61.88,5.34,
star/j165248+314200,253.19998,31.7,5.34,
star/j034536+060300,56.4,6.05,5.34,
star/j081236+682812,123.15,68.47,5.34,
star/j062136+532700,95.4,53.45,5.34,
star/j193448+422436,293.7,42.41,5.34,
star/j085024-664724,132.6,-66.79,5.34,
star/j041948+214612,64.95,21.77,5.34,
star/j102324-380036,155.85,-38.01,5.34,
star/j053300-641348,83.25,-64.23,5.34,
star/j092400-804724,141.0,-80.79,5.34,
star/j154200+125100,235.5,12.85,5.34,
star/j225700+484048,344.25,48.68,5.34,
star/j053224-013524,83.1,-1.59,5.34,
star/j142436-244836,216.15,-24.81,5.34,
star/j221236+343600,333.15,34.6,5.34,
star/j163000-461424,247.5,-46.24,5.35,
star/j191236-075624,288.15,-7.94,5.35,
star/j060636+382848,91.65,38.48,5.35,
star/j005548-111612,13.95,-11.27,5.35,
star/j173636+483524,264.15002,48.59,5.35,
star/j044612+114236,71.55,11.71,5.35,
star/j100112+315512,150.3,31.92,5.35,
star/j155436+430824,238.65,43.14,5.35,
star/j012624+191012,21.6,19.17,5.35,
star/j165512+182548,253.8,18.43,5.35,
star/j084048+454948,130.20001,45.83,5.35,
star/j152100+004312,230.25,0.72,5.35,
star/j005100+641500,12.75,64.25,5.35,
star/j134312+033224,205.8,3.54,5.35,
star/j222024-074912,335.1,-7.82,5.35,
star/j072436-314836,111.149994,-31.81,5.35,
star/j185624-424236,284.1,-42.71,5.35,
star/j232212+314836,350.55002,31.81,5.35,
star/j233900+502812,354.75,50.47,5.35,
star/j061012+585624,92.55,58.94,5.35,
star/j160824-261948,242.09999,-26.33,5.35,
star/j093224-403900,143.1,-40.65,5.35,
star/j132248-174424,200.7,-17.74,5.36,
star/j152436-394236,231.15,-39.71,5.36,
star/j040412+024948,61.050003,2.83,5.36,
star/j120000+033936,180.0,3.66,5.36,
star/j081124-074612,122.84999,-7.77,5.36,
star/j010712-614648,16.8,-61.78,5.36,
star/j022436-601836,36.15,-60.31,5.36,
star/j091500+145624,138.75,14.94,5.36,
star/j172024+253224,260.1,25.54,5.36,
star/j073000+494012,112.5,49.67,5.36,
star/j071536-304124,108.9,-30.69,5.36,
star/j144500-625248,221.25,-62.88,5.36,
star/j074536-341048,116.4,-34.18,5.36,
star/j061836-092324,94.65,-9.39,5.36,
star/j181724-560112,274.35,-56.02,5.36,
star/j061236+654312,93.15,65.72,5.36,
star/j153900-191800,234.75,-19.3,5.36,
star/j055136-073112,87.9,-7.52,5.36,
star/j053336-010936,83.4,-1.16,5.36,
star/j044012+532812,70.05,53.47,5.36,
star/j094348+140112,145.95,14.02,5.36,
star/j071424+030636,108.6,3.11,5.36,
star/j004012+212624,10.05,21.44,5.36,
star/j023224-010148,38.1,-1.03,5.36,
star/j104536+304048,161.40001,30.68,5.36,
star/j204724+803300,311.85,80.55,5.36,
star/j185624-372024,284.1,-37.34,5.36,
star/j004648+152848,11.7,15.48,5.36,
star/j104236-591312,160.65,-59.22,5.36,
star/j075700-433000,119.25,-43.5,5.36,
star/j234124-180148,355.35,-18.03,5.36,
star/j222024+054724,335.1,5.79,5.37,
star/j180300-241648,270.75,-24.28,5.37,
star/j072512+114012,111.3,11.67,5.37,
star/j061536+600000,93.9,60.0,5.37,
star/j080000+735512,120.0,73.92,5.37,
star/j230448-535736,346.2,-53.96,5.37,
star/j130000+663600,195.0,66.6,5.37,
star/j014612-054348,26.55,-5.73,5.37,
star/j221200+604536,333.0,60.76,5.37,
star/j040224-001612,60.6,-0.27,5.37,
star/j184612-222324,281.55002,-22.39,5.37,
star/j053524+240224,83.850006,24.04,5.37,
star/j221012-340112,332.55,-34.02,5.37,
star/j050300-490900,75.75,-49.15,5.37,
star/j062512-694124,96.3,-69.69,5.37,
star/j184612+752548,281.55002,75.43,5.37,
star/j072324-274948,110.85,-27.83,5.37,
star/j183112-325924,277.80002,-32.99,5.37,
star/j145736-763936,224.4,-76.66,5.37,
star/j123000+582436,187.5,58.41,5.37,
star/j161724+594500,244.35,59.75,5.37,
star/j111236-490600,168.15,-49.1,5.37,
star/j060636-041124,91.65,-4.19,5.37,
star/j152136+325548,230.4,32.93,5.38,
star/j200636+355812,301.65002,35.97,5.38,
star/j122736-585924,186.9,-58.99,5.38,
star/j184724-054236,281.85,-5.71,5.38,
star/j212400-205100,321.0,-20.85,5.38,
star/j003224+201724,8.1,20.29,5.38,
star/j221124+504912,332.85,50.82,5.38,
star/j145624-524836,224.09999,-52.81,5.38,
star/j051912+334500,79.8,33.75,5.38,
star/j043900+075212,69.75,7.87,5.38,
star/j143036-493112,217.65001,-49.52,5.38,
star/j004236-652812,10.65,-65.47,5.38,
star/j195100-104536,297.75,-10.76,5.38,
star/j202812+812512,307.05,81.42,5.38,
star/j042024-203824,65.100006,-20.64,5.38,
star/j124912+832436,192.29999,83.41,5.38,
star/j122248-574048,185.7,-57.68,5.38,
star/j191612-452812,289.05002,-45.47,5.38,
star/j155400-243148,238.5,-24.53,5.38,
star/j072024-520524,110.100006,-52.09,5.38,
star/j183412+522100,278.55,52.35,5.38,
star/j002024+081124,5.1,8.19,5.38,
star/j023600+344124,39.0,34.69,5.38,
star/j134200-584724,205.5,-58.79,5.38,
star/j002436+614948,6.15,61.83,5.38,
star/j042248+253748,65.700005,25.63,5.38,
star/j182924-015924,277.35,-1.99,5.38,
star/j183636+090712,279.15002,9.12,5.38,
star/j210112+460936,315.30002,46.16,5.38,
star/j075548+195248,118.95,19.88,5.38,
star/j172212-700712,260.55002,-70.12,5.39,
star/j080448+792848,121.2,79.48,5.39,
star/j061724+095624,94.35,9.94,5.39,
star/j190000+503148,285.0,50.53,5.39,
star/j041048+262848,62.699997,26.48,5.39,
star/j182024-154948,275.1,-15.83,5.39,
star/j064648-511612,101.700005,-51.27,5.39,
star/j162400-391124,246.0,-39.19,5.39,
star/j194912-723000,297.3,-72.5,5.39,
star/j172024+322812,260.1,32.47,5.39,
star/j143712-460748,219.3,-46.13,5.39,
star/j044424+110900,71.1,11.15,5.39,
star/j160936-032812,242.4,-3.47,5.39,
star/j193448+292736,293.7,29.46,5.39,
star/j212736+273636,321.9,27.61,5.39,
star/j165512+205736,253.8,20.96,5.39,
star/j112400+012436,171.0,1.41,5.39,
star/j203412+130148,308.55,13.03,5.39,
star/j221800-533748,334.5,-53.63,5.39,
star/j064912-150824,102.3,-15.14,5.39,
star/j231012+094912,347.55,9.82,5.39,
star/j154612-014800,236.55,-1.8,5.39,
star/j010300-462400,15.749999,-46.4,5.39,
star/j093148+350600,142.95,35.1,5.39,
star/j113336-403524,173.40001,-40.59,5.39,
star/j050000-101536,75.0,-10.26,5.39,
star/j143900+442400,219.75,44.4,5.39,
star/j035548+475212,58.95,47.87,5.39,
star/j024948-275624,42.449997,-27.94,5.39,
star/j043036+134312,67.65,13.72,5.4,
star/j153148-732324,232.95,-73.39,5.4,
star/j190300-034200,285.75,-3.7,5.4,
star/j184500-394124,281.25,-39.69,5.4,
star/j211424+100036-2,318.6,10.01,5.4,
star/j142624+191348,216.59999,19.23,5.4,
star/j052700+175736,81.75,17.96,5.4,
star/j190448+532400,286.2,53.4,5.4,
star/j034912+705212,57.3,70.87,5.4,
star/j190448-040148,286.2,-4.03,5.4,
star/j092812+090336,142.05,9.06,5.4,
star/j132812+595700,202.05,59.95,5.4,
star/j092848+453600,142.2,45.6,5.4,
star/j200524+620000,301.35,62.0,5.4,
star/j053824+302924,84.6,30.49,5.4,
star/j111348-000412,168.45,-0.07,5.4,
star/j211800-175924,319.5,-17.99,5.4,
star/j063636+382700,99.15,38.45,5.4,
star/j072248-315512,110.700005,-31.92,5.4,
star/j085400+303448,133.5,30.58,5.4,
star/j162212+334200,245.55002,33.7,5.4,
star/j010300-045024,15.749999,-4.84,5.4,
star/j162436-294200,246.15,-29.7,5.4,
star/j042136+604424,65.4,60.74,5.4,
star/j164124+313600-2,250.35,31.6,5.4,
star/j183636+332812,279.15002,33.47,5.41,
star/j193936+424912,294.9,42.82,5.41,
star/j070636-111724,106.65,-11.29,5.41,
star/j162848+004012,247.2,0.67,5.41,
star/j211312-273712,318.3,-27.62,5.41,
star/j013600-152400,24.0,-15.4,5.41,
star/j154348-154012,235.95,-15.67,5.41,
star/j065136-705736,102.9,-70.96,5.41,
star/j093524+354836,143.85,35.81,5.41,
star/j001124-274800,2.85,-27.8,5.41,
star/j074124-383148,115.35,-38.53,5.41,
star/j123748-270824,189.45,-27.14,5.41,
star/j182212+231648,275.55002,23.28,5.41,
star/j170748+355624,256.94998,35.94,5.41,
star/j172848+001948,262.19998,0.33,5.41,
star/j141912+130000,214.79999,13.0,5.41,
star/j072848-384836,112.2,-38.81,5.41,
star/j195100-591124,297.75,-59.19,5.41,
star/j181912+071536,274.8,7.26,5.41,
star/j160112+331836,240.3,33.31,5.41,
star/j204200+502024,310.5,50.34,5.41,
star/j024236-504800,40.65,-50.8,5.41,
star/j204912-684648,312.3,-68.78,5.41,
star/j004500+551312,11.25,55.22,5.41,
star/j072324-321200,110.85,-32.2,5.41,
star/j155400-235848,238.5,-23.98,5.41,
star/j134724-175136,206.85,-17.86,5.41,
star/j000936-275924,2.3999999,-27.99,5.42,
star/j063336-361348,98.4,-36.23,5.42,
star/j162436-373412,246.15,-37.57,5.42,
star/j004800+745100,12.0,74.85,5.42,
star/j124500+452624,191.25,45.44,5.42,
star/j020300+000748,30.75,0.13,5.42,
star/j183936-431124,279.9,-43.19,5.42,
star/j212736+664836,321.9,66.81,5.42,
star/j090748+293900,136.95,29.65,5.42,
star/j230824+020748,347.09998,2.13,5.42,
star/j002812-395436,7.05,-39.91,5.42,
star/j142848-065400,217.2,-6.9,5.42,
star/j101648+134348,154.2,13.73,5.42,
star/j042700+804912,66.75,80.82,5.42,
star/j064500+285812,101.25,28.97,5.42,
star/j012436-412924,21.15,-41.49,5.42,
star/j011648-023000,19.199999,-2.5,5.42,
star/j015324+404348,28.35,40.73,5.42,
star/j114724-574200,176.85,-57.7,5.42,
star/j083148-193448,127.95,-19.58,5.42,
star/j203748+112248,309.44998,11.38,5.42,
star/j073336-362024,113.4,-36.34,5.42,
star/j022212-005248,35.55,-0.88,5.42,
star/j123336+331500,188.40001,33.25,5.42,
star/j234836+621236,357.15,62.21,5.43,
star/j050936+094948,77.399994,9.83,5.43,
star/j161200-083300,243.00002,-8.55,5.43,
star/j225100-390936,342.75,-39.16,5.43,
star/j020036-083112,30.15,-8.52,5.43,
star/j155848-244948,239.7,-24.83,5.43,
star/j110448-354800,166.2,-35.8,5.43,
star/j185212+212548,283.05002,21.43,5.43,
star/j124724+664724,191.85,66.79,5.43,
star/j183636+064012,279.15002,6.67,5.43,
star/j084648-455436,131.7,-45.91,5.43,
star/j221048-113336,332.7,-11.56,5.43,
star/j175512+720036,268.8,72.01,5.43,
star/j225924+005736,344.85,0.96,5.43,
star/j103224+140824,158.1,14.14,5.43,
star/j220036-282700,330.15,-28.45,5.43,
star/j063148-080936,97.950005,-8.16,5.43,
star/j024348+441800,40.95,44.3,5.43,
star/j110900-280448,167.25,-28.08,5.43,
star/j085624-853936,134.09999,-85.66,5.43,
star/j053000+630412,82.5,63.07,5.43,
star/j170936-103112,257.4,-10.52,5.43,
star/j151836-603000,229.65001,-60.5,5.43,
star/j153900-522212,234.75,-52.37,5.43,
star/j020000-204912,30.0,-20.82,5.43,
star/j094612-764648,146.55,-76.78,5.43,
star/j224948+555400,342.45,55.9,5.43,
star/j022212-104648,35.55,-10.78,5.43,
star/j175700-040448,269.25,-4.08,5.44,
star/j051912-503636,79.8,-50.61,5.44,
star/j231912+483748,349.8,48.63,5.44,
star/j230524-074124,346.35,-7.69,5.44,
star/j053936-323748,84.899994,-32.63,5.44,
star/j051236+735700,78.15,73.95,5.44,
star/j130824-651836,197.1,-65.31,5.44,
star/j034836+232512,57.149998,23.42,5.44,
star/j161912-424012,244.79999,-42.67,5.44,
star/j032024+774348,50.1,77.73,5.44,
star/j203112+491312,307.80002,49.22,5.44,
star/j061536+123300,93.9,12.55,5.44,
star/j153600-442400,234.0,-44.4,5.44,
star/j041012-065512,62.550003,-6.92,5.44,
star/j085548+113748,133.95001,11.63,5.44,
star/j115812-561912,179.55,-56.32,5.44,
star/j025736-235136,44.4,-23.86,5.44,
star/j182700-480712,276.75,-48.12,5.44,
star/j005736+285924,14.4,28.99,5.44,
star/j071612-153524,109.05,-15.59,5.44,
star/j085700+325436,134.25,32.91,5.44,
star/j071124-001800,107.85,-0.3,5.44,
star/j160636+674836,241.65001,67.81,5.44,
star/j104648-171800,161.7,-17.3,5.44,
star/j093712-534012,144.3,-53.67,5.44,
star/j201312-010036,303.3,-1.01,5.44,
star/j065436-010748,103.649994,-1.13,5.44,
star/j075248-362136,118.200005,-36.36,5.44,
star/j044012+121200,70.05,12.2,5.45,
star/j121048-233600,182.70001,-23.6,5.45,
star/j040900-162324,62.25,-16.39,5.45,
star/j094424-274612,146.09999,-27.77,5.45,
star/j155548+375700,238.95001,37.95,5.45,
star/j040412+081200,61.050003,8.2,5.45,
star/j105400-020748,163.5,-2.13,5.45,
star/j065624-792512,104.1,-79.42,5.45,
star/j003900+492100,9.75,49.35,5.45,
star/j023900+215736,39.75,21.96,5.45,
star/j161648-534836,244.20001,-53.81,5.45,
star/j122812-390224,187.05,-39.04,5.45,
star/j221424-274612,333.6,-27.77,5.45,
star/j073148+170524,112.950005,17.09,5.45,
star/j034500+241724,56.25,24.29,5.45,
star/j151124-552100,227.84999,-55.35,5.45,
star/j065736-243748,104.4,-24.63,5.45,
star/j030524+251536,46.35,25.26,5.45,
star/j210900-885736,317.25,-88.96,5.45,
star/j053300-383036,83.25,-38.51,5.45,
star/j090300+242700,135.75,24.45,5.45,
star/j003712+352400,9.3,35.4,5.45,
star/j064612+793412,101.55,79.57,5.45,
star/j093000-513112,142.5,-51.52,5.45,
star/j005512-693148,13.8,-69.53,5.45,
star/j192512-235736,291.3,-23.96,5.45,
star/j223000+784912,337.5,78.82,5.45,
star/j125512-850712,193.8,-85.12,5.45,
star/j083936-532624,129.9,-53.44,5.45,
star/j083712-625100,129.3,-62.85,5.45,
star/j155436+201836,238.65,20.31,5.45,
star/j041500-621124,63.75,-62.19,5.45,
star/j181536-441236,273.9,-44.21,5.45,
star/j215624-371500,329.1,-37.25,5.45,
star/j193748-043900,294.44998,-4.65,5.45,
