object_id,name,is_primary
star/j225436-154912,Skat,1
star/j225736+204612,Helvetios,1
star/j230336+034912,Fumalsamakah,1
star/j232024+234424,Salm,1
star/j232512+232400,Alkarab,1
star/j233112+391424,Veritate,1
star/j233936+773748,Errai,1
star/kaus_australis,Kaus Australis,1
star/kochab,Kochab,1
star/markab,Markab,1
star/menkar,Menkar,1
star/merak,Merak,1
star/mirach,Mirach,1
star/mirphak,Mirphak,1
star/mirphak,Mirfak,0
star/nunki,Nunki,1
star/phad,Phad,1
star/phad,Phecda,0
star/polaris,Kutup Yıldızı,1
star/polaris,Kuzey Yıldızı,0
star/polaris,Kutup Yıldızı,0
star/pollux,Pollux,1
star/procyon,Procyon,1
star/rasalhague,Rasalhague,1
star/regulus,Regulus,1
star/rigel,Rigel,1
star/rigil_kentaurus_a,Alpha Centauri,1
star/rigil_kentaurus_a,Rigel Kentaurus A,0
star/rigil_kentaurus_a,Rigil Kent,0
star/rigil_kentaurus_a,Rigil Kentaurus,0
star/rigil_kentaurus_a,Rigil Kentaurus A,0
star/saiph,Saiph,1
star/scheat,Scheat,1
star/shaula,Shaula,1
star/shedir,Shedir,1
star/shedir,Schedar,0
star/sirius,Sirius,1
star/sirius,Köpek Yıldızı,0
star/spica,Spica,1
star/unukalhai,Unukalhai,1
star/vega,Vega,1
star/vindemiatrix,Vindemiatrix,1
